instrument_token,exchange_token,tradingsymbol,,,,,,,,segment,
1629185,6364,NATIONALUM,,,,,,,,NSE,
2222593,8682,NATNLSTEEL-BE,,,,,,,,NSE,
3520257,13751,NAUKRI,,,,,,,,NSE,
1027585,4014,NAVA,,,,,,,,NSE,
2519553,9842,NAVIFIN-N1,,,,,,,,NSE,
2520065,9844,NAVIFIN-N2,,,,,,,,NSE,
2521345,9849,NAVIFIN-N3,,,,,,,,NSE,
2522113,9852,NAVIFIN-N4,,,,,,,,NSE,
3756033,14672,NAVINFLUOR,,,,,,,,NSE,
2702593,10557,NAVKARCORP,,,,,,,,NSE,
610561,2385,NAVNETEDUL,,,,,,,,NSE,
764673,2987,NAZARA,,,,,,,,NSE,
8042241,31415,NBCC,,,,,,,,NSE,
4892417,19111,NBIFIN,,,,,,,,NSE,
593665,2319,NCC,,,,,,,,NSE,
3709441,14490,NCLIND,,,,,,,,NSE,
4702977,18371,NDGL,,,,,,,,NSE,
8002049,31258,NDL,,,,,,,,NSE,
5697281,22255,NDRAUTO,,,,,,,,NSE,
2925313,11427,NDTV,,,,,,,,NSE,
3461633,13522,NECCLTD,,,,,,,,NSE,
3053313,11927,NECLIFE,,,,,,,,NSE,
3778817,14761,NELCAST,,,,,,,,NSE,
611329,2388,NELCO,,,,,,,,NSE,
2538753,9917,NEOGEN,,,,,,,,NSE,
3944705,15409,NESCO,,,,,,,,NSE,
4598529,17963,NESTLEIND,,,,,,,,NSE,
2006529,7838,NETF,,,,,,,,NSE,
2603009,10168,NETFINAV,,,,,,,,NSE,
2108673,8237,NETFSIINAV,,,,,,,,NSE,
3612417,14111,NETWORK18,,,,,,,,NSE,
615937,2406,NEULANDLAB,,,,,,,,NSE,
297985,1164,NEWGEN,,,,,,,,NSE,
2525953,9867,NEXTMEDIA,,,,,,,,NSE,
3564801,13925,NFL,,,,,,,,NSE,
2742785,10714,NFQLTYINAV,,,,,,,,NSE,
1382657,5401,NGIL,,,,,,,,NSE,
2630913,10277,NGLFINE,,,,,,,,NSE,
3031041,11840,NH,,,,,,,,NSE,
7946241,31040,NHAI-N2,,,,,,,,NSE,
45057,176,NHAI-N3,,,,,,,,NSE,
46081,180,NHAI-N4,,,,,,,,NSE,
47617,186,NHAI-N5,,,,,,,,NSE,
49153,192,NHAI-N6,,,,,,,,NSE,
3058945,11949,NHAI-N7,,,,,,,,NSE,
3059713,11952,NHAI-N8,,,,,,,,NSE,
3060225,11954,NHAI-N9,,,,,,,,NSE,
3072769,12003,NHAI-NA,,,,,,,,NSE,
3711233,14497,NHAI-NB,,,,,,,,NSE,
3711745,14499,NHAI-NC,,,,,,,,NSE,
3717633,14522,NHAI-ND,,,,,,,,NSE,
3719425,14529,NHAI-NE,,,,,,,,NSE,
8183041,31965,NHBTF2014-N1,,,,,,,,NSE,
8183297,31966,NHBTF2014-N2,,,,,,,,NSE,
8183553,31967,NHBTF2014-N3,,,,,,,,NSE,
8183809,31968,NHBTF2014-N4,,,,,,,,NSE,
8184065,31969,NHBTF2014-N5,,,,,,,,NSE,
8184321,31970,NHBTF2014-N6,,,,,,,,NSE,
7581697,29616,NHBTF2023-N1,,,,,,,,NSE,
449025,1754,NHBTF2023-N2,,,,,,,,NSE,
450049,1758,NHBTF2023-N3,,,,,,,,NSE,
450817,1761,NHBTF2023-N4,,,,,,,,NSE,
451329,1763,NHBTF2023-N5,,,,,,,,NSE,
451841,1765,NHBTF2023-N6,,,,,,,,NSE,
452353,1767,NHBTF2023-N7,,,,,,,,NSE,
1671937,6531,NHIT-IV,,,,,,,,NSE,
2984449,11658,NHIT-N1,,,,,,,,NSE,
2986241,11665,NHIT-N2,,,,,,,,NSE,
2987265,11669,NHIT-N3,,,,,,,,NSE,
4454401,17400,NHPC,,,,,,,,NSE,
8059393,31482,NHPC-N1,,,,,,,,NSE,
8059649,31483,NHPC-N2,,,,,,,,NSE,
8059905,31484,NHPC-N3,,,,,,,,NSE,
8060161,31485,NHPC-N4,,,,,,,,NSE,
8060417,31486,NHPC-N5,,,,,,,,NSE,
8060673,31487,NHPC-N6,,,,,,,,NSE,
102145,399,NIACL,,,,,,,,NSE,
7611649,29733,NIBL,,,,,,,,NSE,
1687553,6592,NIDAN-SM,,,,,,,,NSE,
7571713,29577,NIF100BEES,,,,,,,,NSE,
2707457,10576,NIFTYBEES,,,,,,,,NSE,
2736641,10690,NIFTYQLITY,,,,,,,,NSE,
2949633,11522,NIITLTD,,,,,,,,NSE,
2368769,9253,NILAINFRA,,,,,,,,NSE,
1897217,7411,NILASPACES,,,,,,,,NSE,
619777,2421,NILKAMAL,,,,,,,,NSE,
3633665,14194,NINSYS,,,,,,,,NSE,
1736193,6782,NIPPOBATRY,,,,,,,,NSE,
65281,255,NIRAJ,,,,,,,,NSE,
4824065,18844,NIRAJISPAT-BE,,,,,,,,NSE,
3404801,13300,NITCO,,,,,,,,NSE,
3372801,13175,NITINSPIN,,,,,,,,NSE,
831233,3247,NITIRAJ,,,,,,,,NSE,
624385,2439,NKIND,,,,,,,,NSE,
2197761,8585,NLCINDIA,,,,,,,,NSE,
3924993,15332,NMDC,,,,,,,,NSE,
625153,2442,NOCIL,,,,,,,,NSE,
2761217,10786,NOIDATOLL,,,,,,,,NSE,
1064961,4160,NORBTEAEXP,,,,,,,,NSE,
2305793,9007,NOVARTIND,,,,,,,,NSE,
3322369,12978,NPBET,,,,,,,,NSE,
2603521,10170,NPBETINAV,,,,,,,,NSE,
1356545,5299,NPST-SM,,,,,,,,NSE,
5200385,20314,NRAIL,,,,,,,,NSE,
1933569,7553,NRBBEARING,,,,,,,,NSE,
3500801,13675,NRL,,,,,,,,NSE,
2877185,11239,NSIL,,,,,,,,NSE,
3630081,14180,NSLNISP,,,,,,,,NSE,
2977281,11630,NTPC,,,,,,,,NSE,
8130049,31758,NTPC-N1,,,,,,,,NSE,
8130561,31760,NTPC-N2,,,,,,,,NSE,
8131073,31762,NTPC-N3,,,,,,,,NSE,
8131585,31764,NTPC-N4,,,,,,,,NSE,
8132097,31766,NTPC-N5,,,,,,,,NSE,
8132609,31768,NTPC-N6,,,,,,,,NSE,
1888513,7377,NTPC-N7,,,,,,,,NSE,
2748673,10737,NTPC-N8,,,,,,,,NSE,
2749697,10741,NTPC-N9,,,,,,,,NSE,
2750465,10744,NTPC-NA,,,,,,,,NSE,
2750977,10746,NTPC-NB,,,,,,,,NSE,
2751745,10749,NTPC-NC,,,,,,,,NSE,
2752257,10751,NTPC-ND,,,,,,,,NSE,
2762497,10791,NUCLEUS,,,,,,,,NSE,
601601,2350,NURECA,,,,,,,,NSE,
1389057,5426,NUVOCO,,,,,,,,NSE,
2520833,9847,NV20BEES,,,,,,,,NSE,
3724033,14547,NXTDIGITAL,,,,,,,,NSE,
1675521,6545,NYKAA,,,,,,,,NSE,
2756609,10768,OAL,,,,,,,,NSE,
2252033,8797,OBCL,,,,,,,,NSE,
5181953,20242,OBEROIRLTY,,,,,,,,NSE,
3131137,12231,OCCL,,,,,,,,NSE,
2748929,10738,OFSS,,,,,,,,NSE,
4464129,17438,OIL,,,,,,,,NSE,
632833,2472,OILCOUNTUB,,,,,,,,NSE,
2723073,10637,OLECTRA,,,,,,,,NSE,
2796033,10922,OMAXAUTO,,,,,,,,NSE,
3802369,14853,OMAXE,,,,,,,,NSE,
29953,117,OMFURN-SM,,,,,,,,NSE,
6203137,24231,OMINFRAL,,,,,,,,NSE,
3459841,13515,OMKARCHEM-BZ,,,,,,,,NSE,
6525953,25492,ONELIFECAP,,,,,,,,NSE,
2544385,9939,ONEPOINT,,,,,,,,NSE,
633601,2475,ONGC,,,,,,,,NSE,
3911169,15278,ONMOBILE,,,,,,,,NSE,
635137,2481,ONWARDTEC,,,,,,,,NSE,
5496065,21469,OPTIEMUS,,,,,,,,NSE,
8057601,31475,ORBTEXP,,,,,,,,NSE,
237825,929,ORCHPHARMA-BE,,,,,,,,NSE,
2600705,10159,ORICONENT,,,,,,,,NSE,
3356417,13111,ORIENTABRA,,,,,,,,NSE,
3672577,14346,ORIENTALTL,,,,,,,,NSE,
3655169,14278,ORIENTBELL,,,,,,,,NSE,
7702785,30089,ORIENTCEM,,,,,,,,NSE,
760833,2972,ORIENTELEC,,,,,,,,NSE,
638209,2493,ORIENTHOT,,,,,,,,NSE,
4661249,18208,ORIENTLTD,,,,,,,,NSE,
638977,2496,ORIENTPPR,,,,,,,,NSE,
5102337,19931,ORISSAMINE,,,,,,,,NSE,
3410177,13321,ORTEL-BZ,,,,,,,,NSE,
762625,2979,ORTINLAB,,,,,,,,NSE,
2671361,10435,OSEINTRUST-IV,,,,,,,,NSE,
3234561,12635,OSIAHYPER,,,,,,,,NSE,
643585,2514,OSWALAGRO,,,,,,,,NSE,
3662081,14305,OSWALSEEDS,,,,,,,,NSE,
3689729,14413,PAGEIND,,,,,,,,NSE,
6519809,25468,PAISALO,,,,,,,,NSE,
5474049,21383,PALASHSECU,,,,,,,,NSE,
4367873,17062,PALREDTEC,,,,,,,,NSE,
1038081,4055,PANACEABIO,,,,,,,,NSE,
4186881,16355,PANACHE-BE,,,,,,,,NSE,
6500353,25392,PANAMAPET,,,,,,,,NSE,
1572097,6141,PANSARI,,,,,,,,NSE,
1441537,5631,PAR,,,,,,,,NSE,
3571457,13951,PARACABLES,,,,,,,,NSE,
2493697,9741,PARADEEP,,,,,,,,NSE,
4385281,17130,PARAGMILK,,,,,,,,NSE,
1513217,5911,PARAS,,,,,,,,NSE,
2297601,8975,PARASPETRO-BE,,,,,,,,NSE,
1397761,5460,PARIN-SM,,,,,,,,NSE,
3530497,13791,PARSVNATH,,,,,,,,NSE,
665345,2599,PARTYCRUS-SM,,,,,,,,NSE,
5544193,21657,PASHUPATI-SM,,,,,,,,NSE,
1547521,6045,PASUPTAC,,,,,,,,NSE,
4359681,17030,PATANJALI-BE,,,,,,,,NSE,
2994945,11699,PATELENG,,,,,,,,NSE,
3896065,15219,PATINTLOG,,,,,,,,NSE,
674049,2633,PAVNAIND-SM,,,,,,,,NSE,
1716481,6705,PAYTM,,,,,,,,NSE,
678145,2649,PCBL,,,,,,,,NSE,
1310721,5120,PCHFL-N1,,,,,,,,NSE,
1311489,5123,PCHFL-N2,,,,,,,,NSE,
1312257,5126,PCHFL-N3,,,,,,,,NSE,
1313025,5129,PCHFL-N4,,,,,,,,NSE,
1313793,5132,PCHFL-N5,,,,,,,,NSE,
1314305,5134,PCHFL-N6,,,,,,,,NSE,
1317121,5145,PCHFL-N7,,,,,,,,NSE,
1318657,5151,PCHFL-N8,,,,,,,,NSE,
1319681,5155,PCHFL-N9,,,,,,,,NSE,
1320961,5160,PCHFL-NA,,,,,,,,NSE,
7455745,29124,PCJEWELLER,,,,,,,,NSE,
3936513,15377,PDMJEPAPER,,,,,,,,NSE,
3405057,13301,PDPL-BZ,,,,,,,,NSE,
1347585,5264,PDSL,,,,,,,,NSE,
668161,2610,PEARLPOLY,,,,,,,,NSE,
617473,2412,PEL,,,,,,,,NSE,
5278977,20621,PENIND,,,,,,,,NSE,
577537,2256,PENINLAND,,,,,,,,NSE,
3459329,13513,PENTAGOLD-SZ,,,,,,,,NSE,
2880001,11250,PERFECT-SM,,,,,,,,NSE,
4701441,18365,PERSISTENT,,,,,,,,NSE,
2905857,11351,PETRONET,,,,,,,,NSE,
3660545,14299,PFC,,,,,,,,NSE,
5112833,19972,PFC-N1,,,,,,,,NSE,
5113345,19974,PFC-N2,,,,,,,,NSE,
5113857,19976,PFC-N3,,,,,,,,NSE,
5125633,20022,PFC-N5,,,,,,,,NSE,
5126145,20024,PFC-N6,,,,,,,,NSE,
5126657,20026,PFC-N7,,,,,,,,NSE,
5127169,20028,PFC-N8,,,,,,,,NSE,
676609,2643,PFIZER,,,,,,,,NSE,
3454977,13496,PFOCUS,,,,,,,,NSE,
5786113,22602,PFS,,,,,,,,NSE,
6491649,25358,PGEL,,,,,,,,NSE,
648961,2535,PGHH,,,,,,,,NSE,
240641,940,PGHL,,,,,,,,NSE,
3650561,14260,PGIL,,,,,,,,NSE,
894465,3494,PGINVIT-IV,,,,,,,,NSE,
2972673,11612,PHANTOMFX-SM,,,,,,,,NSE,
1273089,4973,PHARMABEES,,,,,,,,NSE,
2598145,10149,PHARMAINAV,,,,,,,,NSE,
3725313,14552,PHOENIXLTD,,,,,,,,NSE,
681985,2664,PIDILITIND,,,,,,,,NSE,
700929,2738,PIGL-SM,,,,,,,,NSE,
6191105,24184,PIIND,,,,,,,,NSE,
2929921,11445,PILANIINVS,,,,,,,,NSE,
7893761,30835,PILITA,,,,,,,,NSE,
3446529,13463,PIONEEREMB,,,,,,,,NSE,
3618305,14134,PITTIENG,,,,,,,,NSE,
2326273,9087,PIXTRANS,,,,,,,,NSE,
2641409,10318,PKTEA-BE,,,,,,,,NSE,
3563521,13920,PLASTIBLEN,,,,,,,,NSE,
2730497,10666,PNB,,,,,,,,NSE,
2236417,8736,PNBGILTS,,,,,,,,NSE,
4840449,18908,PNBHOUSING,,,,,,,,NSE,
2391553,9342,PNC,,,,,,,,NSE,
2402561,9385,PNCINFRA,,,,,,,,NSE,
3682561,14385,POCL,,,,,,,,NSE,
5234177,20446,PODDARHOUS,,,,,,,,NSE,
4873217,19036,PODDARMENT,,,,,,,,NSE,
4518657,17651,POKARNA,,,,,,,,NSE,
1703937,6656,POLICYBZR,,,,,,,,NSE,
2455041,9590,POLYCAB,,,,,,,,NSE,
6583809,25718,POLYMED,,,,,,,,NSE,
687873,2687,POLYPLEX,,,,,,,,NSE,
2729217,10661,PONNIERODE,,,,,,,,NSE,
2919169,11403,POONAWALLA,,,,,,,,NSE,
2547201,9950,POONAWALLA-N3,,,,,,,,NSE,
2551297,9966,POONAWALLA-N4,,,,,,,,NSE,
2552065,9969,POONAWALLA-N5,,,,,,,,NSE,
2553601,9975,POONAWALLA-N6,,,,,,,,NSE,
2555393,9982,POONAWALLA-N7,,,,,,,,NSE,
3834113,14977,POWERGRID,,,,,,,,NSE,
4724993,18457,POWERINDIA,,,,,,,,NSE,
2681089,10473,POWERMECH,,,,,,,,NSE,
3893505,15209,PPAP,,,,,,,,NSE,
2636033,10297,PPL,,,,,,,,NSE,
2962177,11571,PPLPHARMA,,,,,,,,NSE,
3568897,13941,PRAENG,,,,,,,,NSE,
692481,2705,PRAJIND,,,,,,,,NSE,
693249,2708,PRAKASH,,,,,,,,NSE,
5017345,19599,PRAKASHSTL,,,,,,,,NSE,
308225,1204,PRAXIS,,,,,,,,NSE,
3226369,12603,PRECAM,,,,,,,,NSE,
2035201,7950,PRECISION-SM,,,,,,,,NSE,
694017,2711,PRECOT,,,,,,,,NSE,
695553,2717,PRECWIRE,,,,,,,,NSE,
4453633,17397,PREMEXPLN,,,,,,,,NSE,
1599489,6248,PREMIER-BE,,,,,,,,NSE,
1000449,3908,PREMIERPOL,,,,,,,,NSE,
2987777,11671,PRESSMN,,,,,,,,NSE,
5197313,20302,PRESTIGE,,,,,,,,NSE,
5025537,19631,PRICOLLTD,,,,,,,,NSE,
3037185,11864,PRIMESECU,,,,,,,,NSE,
4107521,16045,PRINCEPIPE,,,,,,,,NSE,
2125825,8304,PRITI,,,,,,,,NSE,
3320577,12971,PRITIKA-SM,,,,,,,,NSE,
1354753,5292,PRITIKAUTO,,,,,,,,NSE,
2259201,8825,PRIVISCL,,,,,,,,NSE,
4954113,19352,PROLIFE-SM,,,,,,,,NSE,
2236161,8735,PROPEQUITY-SM,,,,,,,,NSE,
7387905,28859,PROZONINTU,,,,,,,,NSE,
701185,2739,PRSMJOHNSN,,,,,,,,NSE,
2445569,9553,PRUDENT,,,,,,,,NSE,
5376257,21001,PSB,,,,,,,,NSE,
5344513,20877,PSPPROJECT,,,,,,,,NSE,
3848193,15032,PSUBNKBEES,,,,,,,,NSE,
2906881,11355,PTC,,,,,,,,NSE,
3609857,14101,PTL,,,,,,,,NSE,
129793,507,PULZ-SM,,,,,,,,NSE,
1112065,4344,PUNJABCHEM,,,,,,,,NSE,
3820033,14922,PURVA,,,,,,,,NSE,
1026561,4010,PVP,,,,,,,,NSE,
3365633,13147,PVR,,,,,,,,NSE,
3924481,15330,QGOLDHALF,,,,,,,,NSE,
2113793,8257,QGOLDHINAV,,,,,,,,NSE,
2935553,11467,QMSMEDI-SM,,,,,,,,NSE,
4305665,16819,QNIFTY,,,,,,,,NSE,
2598657,10151,QNIFTYINAV,,,,,,,,NSE,
1502721,5870,QUADPRO-SM,,,,,,,,NSE,
4532225,17704,QUESS,,,,,,,,NSE,
3357697,13116,QUICKHEAL,,,,,,,,NSE,
2400257,9376,QUINTEGRA-BE,,,,,,,,NSE,
2884609,11268,RADAAN-BE,,,,,,,,NSE,
2647809,10343,RADHIKAJWE,,,,,,,,NSE,
3476481,13580,RADIANTCMS,,,,,,,,NSE,
2813441,10990,RADICO,,,,,,,,NSE,
5088513,19877,RADIOCITY,,,,,,,,NSE,
622337,2431,RAILTEL,,,,,,,,NSE,
3926273,15337,RAIN,,,,,,,,NSE,
2408449,9408,RAINBOW,,,,,,,,NSE,
1894657,7401,RAJESHEXPO,,,,,,,,NSE,
555009,2168,RAJMET,,,,,,,,NSE,
4854273,18962,RAJRATAN,,,,,,,,NSE,
2157569,8428,RAJRILTD-BE,,,,,,,,NSE,
719105,2809,RAJSREESUG,,,,,,,,NSE,
3687169,14403,RAJTV,,,,,,,,NSE,
1602305,6259,RAJVIR-BZ,,,,,,,,NSE,
720897,2816,RALLIS,,,,,,,,NSE,
3472641,13565,RAMANEWS,,,,,,,,NSE,
2705409,10568,RAMAPHO,,,,,,,,NSE,
2636801,10300,RAMASTEEL,,,,,,,,NSE,
523009,2043,RAMCOCEM,,,,,,,,NSE,
1174273,4587,RAMCOIND,,,,,,,,NSE,
2009857,7851,RAMCOSYS,,,,,,,,NSE,
5154305,20134,RAMKY,,,,,,,,NSE,
2684161,10485,RAMRAT,,,,,,,,NSE,
726273,2837,RANASUG,,,,,,,,NSE,
4288257,16751,RANEENGINE,,,,,,,,NSE,
728065,2844,RANEHOLDIN,,,,,,,,NSE,
1837313,7177,RATEGAIN,,,,,,,,NSE,
3443457,13451,RATNAMANI,,,,,,,,NSE,
731905,2859,RAYMOND,,,,,,,,NSE,
382465,1494,RBA,,,,,,,,NSE,
4286721,16745,RBL,,,,,,,,NSE,
4708097,18391,RBLBANK,,,,,,,,NSE,
3473921,13570,RBMINFRA-SM,,,,,,,,NSE,
733697,2866,RCF,,,,,,,,NSE,
3376129,13188,RCOM-BE,,,,,,,,NSE,
3930881,15355,RECLTD,,,,,,,,NSE,
7452417,29111,RECLTD-N2,,,,,,,,NSE,
7580673,29612,RECLTD-N3,,,,,,,,NSE,
7581185,29614,RECLTD-N4,,,,,,,,NSE,
7931393,30982,RECLTD-N5,,,,,,,,NSE,
7931905,30984,RECLTD-N6,,,,,,,,NSE,
7932417,30986,RECLTD-N7,,,,,,,,NSE,
7932929,30988,RECLTD-N8,,,,,,,,NSE,
7933441,30990,RECLTD-N9,,,,,,,,NSE,
7933953,30992,RECLTD-NA,,,,,,,,NSE,
750337,2931,RECLTD-NB,,,,,,,,NSE,
750849,2933,RECLTD-NC,,,,,,,,NSE,
751361,2935,RECLTD-ND,,,,,,,,NSE,
752897,2941,RECLTD-NE,,,,,,,,NSE,
754433,2947,RECLTD-NF,,,,,,,,NSE,
755969,2953,RECLTD-NG,,,,,,,,NSE,
5101057,19926,RECLTD-NH,,,,,,,,NSE,
5100545,19924,RECLTD-NI,,,,,,,,NSE,
3649281,14255,REDINGTON,,,,,,,,NSE,
4547585,17764,REFEX,,,,,,,,NSE,
2317057,9051,REGENCERAM-BE,,,,,,,,NSE,
6201601,24225,RELAXO,,,,,,,,NSE,
1201153,4692,RELCAPITAL-BE,,,,,,,,NSE,
2470913,9652,RELCHEMQ,,,,,,,,NSE,
13057,51,RELIABLE-SM,,,,,,,,NSE,
738561,2885,RELIANCE,,,,,,,,NSE,
3857409,15068,RELIGARE,,,,,,,,NSE,
141569,553,RELINFRA,,,,,,,,NSE,
1015041,3965,REMSONSIND,,,,,,,,NSE,
3078657,12026,RENUKA,,,,,,,,NSE,
7577089,29598,REPCOHOME,,,,,,,,NSE,
378881,1480,REPL,,,,,,,,NSE,
3360257,13126,REPRO,,,,,,,,NSE,
5202689,20323,RESPONIND,,,,,,,,NSE,
3062017,11961,REVATHI,,,,,,,,NSE,
1359105,5309,REXPIPES-SM,,,,,,,,NSE,
3873025,15129,RGL,,,,,,,,NSE,
5563649,21733,RHFL,,,,,,,,NSE,
4951297,19341,RHFL-N5,,,,,,,,NSE,
4951809,19343,RHFL-N6,,,,,,,,NSE,
4952321,19345,RHFL-N7,,,,,,,,NSE,
4952833,19347,RHFL-N8,,,,,,,,NSE,
7977729,31163,RHIM,,,,,,,,NSE,
2101249,8208,RICHA-SM,,,,,,,,NSE,
744705,2909,RICOAUTO,,,,,,,,NSE,
745473,2912,RIIL,,,,,,,,NSE,
2522625,9854,RILINFRA-SM,,,,,,,,NSE,
2289665,8944,RITCO,,,,,,,,NSE,
962817,3761,RITES,,,,,,,,NSE,
3048961,11910,RITEZONE-SM,,,,,,,,NSE,
5363201,20950,RKDL,,,,,,,,NSE,
396033,1547,RKEC,,,,,,,,NSE,
2921217,11411,RKFORGE,,,,,,,,NSE,
1233921,4820,RMCL-BZ,,,,,,,,NSE,
5584897,21816,RMDRIP-SM,,,,,,,,NSE,
3065601,11975,RML,,,,,,,,NSE,
508417,1986,RNAVAL-BZ,,,,,,,,NSE,
3374593,13182,ROHLTD,,,,,,,,NSE,
1351425,5279,ROLEXRINGS,,,,,,,,NSE,
4890625,19104,ROLLT,,,,,,,,NSE,
1602049,6258,ROLTA-BZ,,,,,,,,NSE,
91905,359,ROML,,,,,,,,NSE,
3632129,14188,ROML-RE-BE,,,,,,,,NSE,
4968961,19410,ROSSARI,,,,,,,,NSE,
7401729,28913,ROSSELLIND,,,,,,,,NSE,
2316545,9049,ROTO,,,,,,,,NSE,
32769,128,ROUTE,,,,,,,,NSE,
4281601,16725,RPGLIFE,,,,,,,,NSE,
3906305,15259,RPOWER,,,,,,,,NSE,
5314561,20760,RPPINFRA,,,,,,,,NSE,
1769729,6913,RPPL,,,,,,,,NSE,
2078465,8119,RPSGVENT,,,,,,,,NSE,
1645825,6429,RSSOFTWARE,,,,,,,,NSE,
715265,2794,RSWM,,,,,,,,NSE,
3433985,13414,RSYSTEMS,,,,,,,,NSE,
6988033,27297,RTNINDIA,,,,,,,,NSE,
4485121,17520,RTNPOWER,,,,,,,,NSE,
752385,2939,RUBYMILLS,,,,,,,,NSE,
2156289,8423,RUCHINFRA-BE,,,,,,,,NSE,
3538177,13821,RUCHIRA,,,,,,,,NSE,
6585345,25724,RUPA,,,,,,,,NSE,
6296321,24595,RUSHIL,,,,,,,,NSE,
3128065,12219,RUSTOMJEE,,,,,,,,NSE,
400641,1565,RVHL,,,,,,,,NSE,
2445313,9552,RVNL,,,,,,,,NSE,
2235649,8733,S&SPOWER-BE,,,,,,,,NSE,
2811393,10982,SABAR-SM,,,,,,,,NSE,
4735233,18497,SABEVENTS,,,,,,,,NSE,
3855361,15060,SABTN-BE,,,,,,,,NSE,
3388417,13236,SADBHAV,,,,,,,,NSE,
2718209,10618,SADBHIN,,,,,,,,NSE,
3336961,13035,SAFARI,,,,,,,,NSE,
2092801,8175,SAGARDEEP,,,,,,,,NSE,
3601409,14068,SAGCEM,,,,,,,,NSE,
3504385,13689,SAH,,,,,,,,NSE,
758529,2963,SAIL,,,,,,,,NSE,
2441985,9539,SAKAR,,,,,,,,NSE,
760065,2969,SAKHTISUG,,,,,,,,NSE,
3019265,11794,SAKSOFT,,,,,,,,NSE,
3392257,13251,SAKUMA,,,,,,,,NSE,
5468673,21362,SALASAR,,,,,,,,NSE,
4441857,17351,SALONA,,,,,,,,NSE,
2978305,11634,SALSTEEL,,,,,,,,NSE,
2918145,11399,SALZERELEC,,,,,,,,NSE,
1056513,4127,SAMBHAAV,,,,,,,,NSE,
4877569,19053,SANCO-BE,,,,,,,,NSE,
764929,2988,SANDESH,,,,,,,,NSE,
613633,2397,SANDHAR,,,,,,,,NSE,
1071105,4184,SANGAMIND,,,,,,,,NSE,
767233,2997,SANGHIIND,,,,,,,,NSE,
3598849,14058,SANGHVIMOV,,,,,,,,NSE,
2824193,11032,SANGINITA,,,,,,,,NSE,
369153,1442,SANOFI,,,,,,,,NSE,
1472257,5751,SANSERA,,,,,,,,NSE,
11777,46,SANWARIA-BZ,,,,,,,,NSE,
1719809,6718,SAPPHIRE,,,,,,,,NSE,
4546049,17758,SARDAEN,,,,,,,,NSE,
1252353,4892,SAREGAMA,,,,,,,,NSE,
3595009,14043,SARLAPOLY,,,,,,,,NSE,
3305729,12913,SARVESHWAR,,,,,,,,NSE,
3067649,11983,SASKEN,,,,,,,,NSE,
5136129,20063,SASTASUNDR,,,,,,,,NSE,
3558145,13899,SATHAISPAT-BE,,,,,,,,NSE,
2827521,11045,SATIA,,,,,,,,NSE,
2675969,10453,SATIN,,,,,,,,NSE,
3075841,12015,SATINDLTD,,,,,,,,NSE,
1738753,6792,SBC,,,,,,,,NSE,
1191937,4656,SBCL,,,,,,,,NSE,
3619585,14139,SBGLP,,,,,,,,NSE,
4600577,17971,SBICARD,,,,,,,,NSE,
2599169,10153,SBICONINAV,,,,,,,,NSE,
1323009,5168,SBIETFCON,,,,,,,,NSE,
2600961,10160,SBIETFINAV,,,,,,,,NSE,
189441,740,SBIETFIT,,,,,,,,NSE,
184833,722,SBIETFPB,,,,,,,,NSE,
1847809,7218,SBIETFQLTY,,,,,,,,NSE,
2599425,10154,SBIFPBINAV,,,,,,,,NSE,
5582849,21808,SBILIFE,,,,,,,,NSE,
2598913,10152,SBILTYINAV,,,,,,,,NSE,
779521,3045,SBIN,,,,,,,,NSE,
4353,17,SCAPDVR,,,,,,,,NSE,
258817,1011,SCHAEFFLER,,,,,,,,NSE,
5298689,20698,SCHAND,,,,,,,,NSE,
7995905,31234,SCHNEIDER,,,,,,,,NSE,
780289,3048,SCI,,,,,,,,NSE,
3090433,12072,SCPL,,,,,,,,NSE,
342529,1338,SDBL,,,,,,,,NSE,
292609,1143,SDL24BEES,,,,,,,,NSE,
2596353,10142,SDL24BINAV,,,,,,,,NSE,
773633,3022,SDL26BEES,,,,,,,,NSE,
2597633,10147,SDL26BINAV,,,,,,,,NSE,
669697,2616,SEAMECLTD,,,,,,,,NSE,
3334401,13025,SECL-SM,,,,,,,,NSE,
2949121,11520,SECURCRED,,,,,,,,NSE,
2830849,11058,SECURKLOUD,,,,,,,,NSE,
1816065,7094,SEJALLTD-BE,,,,,,,,NSE,
3481089,13598,SELAN,,,,,,,,NSE,
1606145,6274,SELMC-BE,,,,,,,,NSE,
3918849,15308,SEPC,,,,,,,,NSE,
6989569,27303,SEPOWER,,,,,,,,NSE,
3659777,14296,SEQUENT,,,,,,,,NSE,
1410817,5511,SERVOTECH-BE,,,,,,,,NSE,
784897,3066,SESHAPAPER,,,,,,,,NSE,
4483585,17514,SETCO,,,,,,,,NSE,
4453121,17395,SETF10GILT,,,,,,,,NSE,
2599681,10155,SETF10INAV,,,,,,,,NSE,
2601217,10161,SETF50INAV,,,,,,,,NSE,
2114049,8258,SETFGOINAV,,,,,,,,NSE,
4421633,17272,SETFGOLD,,,,,,,,NSE,
2605057,10176,SETFNIF50,,,,,,,,NSE,
1884417,7361,SETFNIFBK,,,,,,,,NSE,
2602497,10166,SETFNIINAV,,,,,,,,NSE,
1882369,7353,SETFNN50,,,,,,,,NSE,
2602753,10167,SETFNNINAV,,,,,,,,NSE,
6507009,25418,SETUINFRA-BE,,,,,,,,NSE,
2774017,10836,SEYAIND-BE,,,,,,,,NSE,
